mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2022-10,Tucumán,Río Negro,19,70,previaje 2
2022-10,Tucumán,Salta,13,31,previaje 2
2022-10,Tucumán,Santa Cruz,25,52,previaje 2
2022-10,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",14,28,previaje 2
2022-11,Buenos Aires,Buenos Aires,832,1784,previaje 2
2022-11,Buenos Aires,Chubut,37,83,previaje 2
2022-11,Buenos Aires,Ciudad Autónoma de Buenos Aires,15,38,previaje 2
2022-11,Buenos Aires,Córdoba,441,1006,previaje 2
2022-11,Buenos Aires,Corrientes,6,20,previaje 2
2022-11,Buenos Aires,Entre Ríos,178,452,previaje 2
2022-11,Buenos Aires,Jujuy,22,45,previaje 2
2022-11,Buenos Aires,Mendoza,147,371,previaje 2
2022-11,Buenos Aires,Misiones,71,221,previaje 2
2022-11,Buenos Aires,Neuquén,63,153,previaje 2
2022-11,Buenos Aires,Río Negro,209,485,previaje 2
2022-11,Buenos Aires,Salta,33,66,previaje 2
2022-11,Buenos Aires,San Juan,5,9,previaje 2
2022-11,Buenos Aires,San Luis,7,21,previaje 2
2022-11,Buenos Aires,Santa Cruz,246,583,previaje 2
2022-11,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",189,427,previaje 2
2022-11,Buenos Aires,Tucumán,5,9,previaje 2
2022-11,Chaco,Chubut,3,6,previaje 2
2022-11,Chaco,Córdoba,183,365,previaje 2
2022-11,Chubut,Ciudad Autónoma de Buenos Aires,9,21,previaje 2
2022-11,Chubut,Misiones,3,6,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Buenos Aires,321,702,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Chubut,60,143,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,24,51,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Córdoba,1242,2318,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Corrientes,4,4,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Entre Ríos,131,276,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Jujuy,22,48,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Mendoza,155,340,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Misiones,56,168,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Neuquén,62,128,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Río Negro,166,403,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Salta,44,111,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,San Juan,3,6,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,San Luis,3,7,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Santa Cruz,212,483,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Santiago del Estero,7,38,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",123,287,previaje 2
2022-11,Ciudad Autónoma de Buenos Aires,Tucumán,9,17,previaje 2
2022-11,Córdoba,Buenos Aires,246,458,previaje 2
2022-11,Córdoba,Chubut,3,6,previaje 2
2022-11,Córdoba,Ciudad Autónoma de Buenos Aires,26,55,previaje 2
2022-11,Córdoba,Córdoba,338,666,previaje 2
2022-11,Córdoba,Mendoza,3,8,previaje 2
2022-11,Córdoba,Misiones,15,45,previaje 2
2022-11,Córdoba,Neuquén,7,20,previaje 2
2022-11,Córdoba,Río Negro,1043,1817,previaje 2
2022-11,Córdoba,Santa Cruz,68,163,previaje 2
2022-11,Córdoba,Santa Fe,3,6,previaje 2
2022-11,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",53,119,previaje 2
2022-11,Corrientes,Ciudad Autónoma de Buenos Aires,6,7,previaje 2
2022-11,Corrientes,Córdoba,22,44,previaje 2
2022-11,Corrientes,Río Negro,3,5,previaje 2
2022-11,Entre Ríos,Buenos Aires,4,5,previaje 2
2022-11,Entre Ríos,Ciudad Autónoma de Buenos Aires,5,15,previaje 2
2022-11,Entre Ríos,Córdoba,195,398,previaje 2
2022-11,Entre Ríos,Entre Ríos,10,25,previaje 2
2022-11,Entre Ríos,Mendoza,4,10,previaje 2
2022-11,Entre Ríos,Neuquén,3,7,previaje 2
2022-11,Entre Ríos,Río Negro,9,33,previaje 2
2022-11,Entre Ríos,Salta,13,46,previaje 2
2022-11,Entre Ríos,Santa Cruz,5,10,previaje 2
2022-11,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,15,previaje 2
2022-11,Formosa,Córdoba,5,12,previaje 2
2022-11,Jujuy,Córdoba,4,7,previaje 2
2022-11,La Pampa,Ciudad Autónoma de Buenos Aires,4,4,previaje 2
2022-11,La Pampa,Santa Cruz,6,10,previaje 2
2022-11,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,10,previaje 2
2022-11,Mendoza,Buenos Aires,8,14,previaje 2
2022-11,Mendoza,Chubut,4,9,previaje 2
2022-11,Mendoza,Ciudad Autónoma de Buenos Aires,17,27,previaje 2
2022-11,Mendoza,Neuquén,9,24,previaje 2
2022-11,Mendoza,Río Negro,500,1009,previaje 2
2022-11,Mendoza,Santa Cruz,25,78,previaje 2
2022-11,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",34,68,previaje 2
2022-11,Misiones,Córdoba,9,15,previaje 2
2022-11,Misiones,Río Negro,6,12,previaje 2
2022-11,Misiones,Santa Cruz,5,9,previaje 2
2022-11,Misiones,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,9,previaje 2
2022-11,Neuquén,Chubut,19,45,previaje 2
2022-11,Neuquén,Ciudad Autónoma de Buenos Aires,17,24,previaje 2
2022-11,Neuquén,Córdoba,15,33,previaje 2
2022-11,Neuquén,Río Negro,7,16,previaje 2
2022-11,Río Negro,Buenos Aires,104,188,previaje 2
2022-11,Río Negro,Ciudad Autónoma de Buenos Aires,24,45,previaje 2
2022-11,Río Negro,Córdoba,16,27,previaje 2
2022-11,Río Negro,Jujuy,3,9,previaje 2
2022-11,Río Negro,Neuquén,3,9,previaje 2
2022-11,Río Negro,Río Negro,5,13,previaje 2
2022-11,Río Negro,Santa Cruz,3,4,previaje 2
2022-11,Salta,Ciudad Autónoma de Buenos Aires,8,12,previaje 2
2022-11,Salta,Neuquén,3,9,previaje 2
2022-11,Salta,Río Negro,3,7,previaje 2
2022-11,San Juan,Ciudad Autónoma de Buenos Aires,4,8,previaje 2
2022-11,San Luis,Córdoba,19,46,previaje 2
2022-11,San Luis,Río Negro,3,5,previaje 2
2022-11,San Luis,Santa Cruz,3,6,previaje 2
2022-11,Santa Cruz,Buenos Aires,3,6,previaje 2
2022-11,Santa Cruz,Ciudad Autónoma de Buenos Aires,8,11,previaje 2
2022-11,Santa Cruz,Santa Cruz,5,9,previaje 2
2022-11,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,8,previaje 2
2022-11,Santa Fe,Buenos Aires,10,22,previaje 2
2022-11,Santa Fe,Chubut,8,24,previaje 2
2022-11,Santa Fe,Ciudad Autónoma de Buenos Aires,17,40,previaje 2
2022-11,Santa Fe,Córdoba,632,1209,previaje 2
2022-11,Santa Fe,Mendoza,130,267,previaje 2
2022-11,Santa Fe,Misiones,31,58,previaje 2
2022-11,Santa Fe,Neuquén,8,21,previaje 2
2022-11,Santa Fe,Río Negro,109,208,previaje 2
2022-11,Santa Fe,Salta,5,16,previaje 2
2022-11,Santa Fe,San Luis,6,14,previaje 2
2022-11,Santa Fe,Santa Cruz,31,67,previaje 2
2022-11,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",23,59,previaje 2
2022-11,Santiago del Estero,Río Negro,3,5,previaje 2
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,13,27,previaje 2
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,5,8,previaje 2
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Misiones,3,7,previaje 2
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,5,12,previaje 2
2022-11,Tucumán,Buenos Aires,3,7,previaje 2
2022-11,Tucumán,Ciudad Autónoma de Buenos Aires,22,49,previaje 2
2022-11,Tucumán,Río Negro,7,24,previaje 2
2022-11,Tucumán,Santa Cruz,6,16,previaje 2
2022-11,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,7,previaje 2
2022-12,Buenos Aires,Buenos Aires,85,230,previaje 2
2022-12,Buenos Aires,Chubut,3,7,previaje 2
2022-12,Buenos Aires,Ciudad Autónoma de Buenos Aires,4,8,previaje 2
2022-12,Buenos Aires,Córdoba,74,153,previaje 2
2022-12,Buenos Aires,Entre Ríos,22,50,previaje 2
2022-12,Buenos Aires,Jujuy,9,28,previaje 2
2022-12,Buenos Aires,Mendoza,16,50,previaje 2
2022-12,Buenos Aires,Misiones,29,82,previaje 2
2022-12,Buenos Aires,Neuquén,6,13,previaje 2
2022-12,Buenos Aires,Río Negro,86,221,previaje 2
2022-12,Buenos Aires,Salta,8,25,previaje 2
2022-12,Buenos Aires,Santa Cruz,29,85,previaje 2
2022-12,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",19,53,previaje 2
2022-12,Chaco,Córdoba,55,125,previaje 2
2022-12,Chubut,Córdoba,5,15,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Buenos Aires,452,989,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Chubut,8,18,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,5,10,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Córdoba,880,1710,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Entre Ríos,70,159,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Jujuy,7,10,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Mendoza,39,93,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Misiones,29,92,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Neuquén,9,20,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Río Negro,64,162,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Salta,11,24,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Santa Cruz,11,30,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",14,34,previaje 2
2022-12,Ciudad Autónoma de Buenos Aires,Tucumán,8,11,previaje 2
2022-12,Córdoba,Buenos Aires,25,49,previaje 2
2022-12,Córdoba,Ciudad Autónoma de Buenos Aires,6,12,previaje 2
2022-12,Córdoba,Córdoba,61,132,previaje 2
2022-12,Córdoba,Neuquén,4,9,previaje 2
2022-12,Córdoba,Río Negro,1044,2776,previaje 2
2022-12,Córdoba,San Luis,3,6,previaje 2
2022-12,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,14,previaje 2
2022-12,Corrientes,Buenos Aires,3,12,previaje 2
2022-12,Corrientes,Córdoba,20,42,previaje 2
2022-12,Entre Ríos,Córdoba,9,18,previaje 2
2022-12,Entre Ríos,Entre Ríos,6,13,previaje 2
2022-12,Formosa,Córdoba,7,15,previaje 2
2022-12,Jujuy,Buenos Aires,4,14,previaje 2
2022-12,Mendoza,Buenos Aires,11,21,previaje 2
2022-12,Mendoza,Ciudad Autónoma de Buenos Aires,7,11,previaje 2
2022-12,Mendoza,Córdoba,8,11,previaje 2
2022-12,Mendoza,Río Negro,58,114,previaje 2
2022-12,Neuquén,Buenos Aires,3,6,previaje 2
2022-12,Neuquén,Ciudad Autónoma de Buenos Aires,4,6,previaje 2
2022-12,Neuquén,Córdoba,3,5,previaje 2
2022-12,Neuquén,Río Negro,10,17,previaje 2
2022-12,Río Negro,Buenos Aires,17,45,previaje 2
2022-12,Río Negro,Chubut,11,19,previaje 2
2022-12,Río Negro,Ciudad Autónoma de Buenos Aires,9,20,previaje 2
2022-12,Río Negro,Córdoba,10,21,previaje 2
2022-12,Río Negro,Río Negro,24,51,previaje 2
2022-12,Salta,Ciudad Autónoma de Buenos Aires,6,7,previaje 2
2022-12,San Luis,Córdoba,5,9,previaje 2
2022-12,Santa Fe,Buenos Aires,4,12,previaje 2
2022-12,Santa Fe,Ciudad Autónoma de Buenos Aires,5,9,previaje 2
2022-12,Santa Fe,Córdoba,120,247,previaje 2
2022-12,Santa Fe,Mendoza,17,42,previaje 2
2022-12,Santa Fe,Río Negro,33,53,previaje 2
2022-12,Santa Fe,Santa Cruz,7,25,previaje 2
2022-12,Tucumán,Buenos Aires,4,12,previaje 2
2022-10,Buenos Aires,Buenos Aires,6822,16292,previaje 3
2022-10,Buenos Aires,Catamarca,674,1321,previaje 3
2022-10,Buenos Aires,Chaco,76,135,previaje 3
2022-10,Buenos Aires,Chubut,3898,8725,previaje 3
2022-10,Buenos Aires,Ciudad Autónoma de Buenos Aires,1849,3667,previaje 3
2022-10,Buenos Aires,Córdoba,3424,7460,previaje 3
2022-10,Buenos Aires,Corrientes,474,1024,previaje 3
2022-10,Buenos Aires,Entre Ríos,2046,4589,previaje 3
2022-10,Buenos Aires,Formosa,60,111,previaje 3
2022-10,Buenos Aires,Jujuy,2404,5355,previaje 3
2022-10,Buenos Aires,La Pampa,86,204,previaje 3
2022-10,Buenos Aires,La Rioja,801,1452,previaje 3
2022-10,Buenos Aires,Mendoza,4197,8872,previaje 3
2022-10,Buenos Aires,Misiones,5536,13544,previaje 3
2022-10,Buenos Aires,Neuquén,1809,4270,previaje 3
2022-10,Buenos Aires,Río Negro,5163,11264,previaje 3
2022-10,Buenos Aires,Salta,5251,10793,previaje 3
2022-10,Buenos Aires,San Juan,623,1085,previaje 3
2022-10,Buenos Aires,San Luis,1280,2544,previaje 3
2022-10,Buenos Aires,Santa Cruz,3863,8308,previaje 3
2022-10,Buenos Aires,Santa Fe,403,836,previaje 3
2022-10,Buenos Aires,Santiago del Estero,976,1919,previaje 3
2022-10,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3244,6927,previaje 3
2022-10,Buenos Aires,Tucumán,1206,2317,previaje 3
2022-10,Catamarca,Buenos Aires,39,83,previaje 3
2022-10,Catamarca,Catamarca,44,68,previaje 3
2022-10,Catamarca,Chubut,5,18,previaje 3
2022-10,Catamarca,Ciudad Autónoma de Buenos Aires,118,197,previaje 3
2022-10,Catamarca,Córdoba,53,102,previaje 3
2022-10,Catamarca,Jujuy,9,22,previaje 3
2022-10,Catamarca,La Rioja,3,7,previaje 3
2022-10,Catamarca,Mendoza,14,39,previaje 3
2022-10,Catamarca,Misiones,10,20,previaje 3
2022-10,Catamarca,Río Negro,12,32,previaje 3
2022-10,Catamarca,Salta,10,21,previaje 3
2022-10,Catamarca,San Juan,19,38,previaje 3
2022-10,Catamarca,Santa Fe,5,13,previaje 3
2022-10,Catamarca,Santiago del Estero,14,42,previaje 3
2022-10,Catamarca,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10,17,previaje 3
2022-10,Catamarca,Tucumán,15,38,previaje 3
2022-10,Chaco,Buenos Aires,114,219,previaje 3
2022-10,Chaco,Catamarca,5,10,previaje 3
2022-10,Chaco,Chaco,23,27,previaje 3
2022-10,Chaco,Chubut,99,250,previaje 3
2022-10,Chaco,Ciudad Autónoma de Buenos Aires,438,918,previaje 3
2022-10,Chaco,Córdoba,126,287,previaje 3
2022-10,Chaco,Corrientes,28,73,previaje 3
2022-10,Chaco,Entre Ríos,11,32,previaje 3
2022-10,Chaco,Jujuy,34,82,previaje 3
2022-10,Chaco,La Pampa,3,8,previaje 3
2022-10,Chaco,Mendoza,220,908,previaje 3
2022-10,Chaco,Misiones,52,131,previaje 3
2022-10,Chaco,Neuquén,34,139,previaje 3
2022-10,Chaco,Río Negro,136,326,previaje 3
2022-10,Chaco,Salta,96,219,previaje 3
2022-10,Chaco,San Juan,6,11,previaje 3
2022-10,Chaco,San Luis,27,44,previaje 3
2022-10,Chaco,Santa Cruz,107,211,previaje 3
2022-10,Chaco,Santa Fe,16,32,previaje 3
2022-10,Chaco,Santiago del Estero,25,45,previaje 3
2022-10,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",199,446,previaje 3
2022-10,Chaco,Tucumán,9,23,previaje 3
2022-10,Chubut,Buenos Aires,226,411,previaje 3
2022-10,Chubut,Catamarca,5,11,previaje 3
2022-10,Chubut,Chaco,7,11,previaje 3
2022-10,Chubut,Chubut,346,784,previaje 3
2022-10,Chubut,Ciudad Autónoma de Buenos Aires,689,1169,previaje 3
2022-10,Chubut,Córdoba,174,293,previaje 3
2022-10,Chubut,Corrientes,8,10,previaje 3
2022-10,Chubut,Entre Ríos,46,90,previaje 3
2022-10,Chubut,Jujuy,48,82,previaje 3
2022-10,Chubut,La Pampa,11,23,previaje 3
2022-10,Chubut,La Rioja,16,21,previaje 3
2022-10,Chubut,Mendoza,71,135,previaje 3
2022-10,Chubut,Misiones,118,237,previaje 3
2022-10,Chubut,Neuquén,53,135,previaje 3
2022-10,Chubut,Río Negro,251,432,previaje 3
2022-10,Chubut,Salta,141,209,previaje 3
2022-10,Chubut,San Juan,29,61,previaje 3
2022-10,Chubut,San Luis,33,50,previaje 3
2022-10,Chubut,Santa Cruz,93,204,previaje 3
2022-10,Chubut,Santa Fe,19,31,previaje 3
2022-10,Chubut,Santiago del Estero,14,28,previaje 3
2022-10,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",96,169,previaje 3
2022-10,Chubut,Tucumán,20,28,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Buenos Aires,4482,9841,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Catamarca,465,866,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Chaco,111,158,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Chubut,2686,5961,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,572,1133,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Córdoba,2128,3954,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Corrientes,414,806,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Entre Ríos,969,2148,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Formosa,50,81,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Jujuy,1825,3667,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,La Pampa,59,101,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,La Rioja,403,792,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Mendoza,3162,6303,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Misiones,3617,9004,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Neuquén,1307,2628,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Río Negro,3339,7074,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Salta,3193,6728,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,San Juan,421,785,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,San Luis,476,931,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Santa Cruz,2764,5724,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Santa Fe,376,697,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Santiago del Estero,384,737,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2163,4388,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Tucumán,754,1359,previaje 3
2022-10,Córdoba,Buenos Aires,1042,2019,previaje 3
2022-10,Córdoba,Catamarca,222,346,previaje 3
2022-10,Córdoba,Chaco,23,34,previaje 3
2022-10,Córdoba,Chubut,1834,3175,previaje 3
2022-10,Córdoba,Ciudad Autónoma de Buenos Aires,3305,6201,previaje 3
2022-10,Córdoba,Córdoba,1578,4055,previaje 3
2022-10,Córdoba,Corrientes,122,237,previaje 3
2022-10,Córdoba,Entre Ríos,183,432,previaje 3
2022-10,Córdoba,Formosa,10,13,previaje 3
2022-10,Córdoba,Jujuy,438,852,previaje 3
2022-10,Córdoba,La Pampa,21,45,previaje 3
2022-10,Córdoba,La Rioja,259,500,previaje 3
2022-10,Córdoba,Mendoza,1180,2153,previaje 3
2022-10,Córdoba,Misiones,1189,2499,previaje 3
2022-10,Córdoba,Neuquén,421,887,previaje 3
2022-10,Córdoba,Río Negro,1812,3442,previaje 3
2022-10,Córdoba,Salta,965,1840,previaje 3
2022-10,Córdoba,San Juan,92,197,previaje 3
2022-10,Córdoba,San Luis,303,642,previaje 3
2022-10,Córdoba,Santa Cruz,1284,2396,previaje 3
2022-10,Córdoba,Santa Fe,124,230,previaje 3
2022-10,Córdoba,Santiago del Estero,483,1022,previaje 3
2022-10,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1009,1731,previaje 3
2022-10,Córdoba,Tucumán,170,353,previaje 3
2022-10,Corrientes,Buenos Aires,130,271,previaje 3
2022-10,Corrientes,Catamarca,7,14,previaje 3
2022-10,Corrientes,Chaco,4,8,previaje 3
2022-10,Corrientes,Chubut,55,98,previaje 3
2022-10,Corrientes,Ciudad Autónoma de Buenos Aires,414,698,previaje 3
2022-10,Corrientes,Córdoba,88,125,previaje 3
2022-10,Corrientes,Corrientes,66,152,previaje 3
2022-10,Corrientes,Entre Ríos,23,63,previaje 3
2022-10,Corrientes,Jujuy,29,79,previaje 3
2022-10,Corrientes,La Rioja,9,12,previaje 3
2022-10,Corrientes,Mendoza,61,138,previaje 3
2022-10,Corrientes,Misiones,35,81,previaje 3
2022-10,Corrientes,Neuquén,24,47,previaje 3
2022-10,Corrientes,Río Negro,69,168,previaje 3
2022-10,Corrientes,Salta,65,146,previaje 3
2022-10,Corrientes,San Juan,6,19,previaje 3
2022-10,Corrientes,San Luis,24,25,previaje 3
2022-10,Corrientes,Santa Cruz,35,56,previaje 3
2022-10,Corrientes,Santa Fe,14,27,previaje 3
2022-10,Corrientes,Santiago del Estero,6,9,previaje 3
2022-10,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",95,164,previaje 3
2022-10,Corrientes,Tucumán,3,5,previaje 3
2022-10,Entre Ríos,Buenos Aires,100,231,previaje 3
2022-10,Entre Ríos,Catamarca,37,71,previaje 3
2022-10,Entre Ríos,Chubut,311,517,previaje 3
2022-10,Entre Ríos,Ciudad Autónoma de Buenos Aires,239,478,previaje 3
2022-10,Entre Ríos,Córdoba,220,582,previaje 3
2022-10,Entre Ríos,Corrientes,25,58,previaje 3
2022-10,Entre Ríos,Entre Ríos,137,338,previaje 3
2022-10,Entre Ríos,Jujuy,151,321,previaje 3
2022-10,Entre Ríos,La Pampa,17,38,previaje 3
2022-10,Entre Ríos,La Rioja,89,159,previaje 3
2022-10,Entre Ríos,Mendoza,164,366,previaje 3
2022-10,Entre Ríos,Misiones,203,465,previaje 3
2022-10,Entre Ríos,Neuquén,102,203,previaje 3
2022-10,Entre Ríos,Río Negro,289,624,previaje 3
2022-10,Entre Ríos,Salta,329,625,previaje 3
2022-10,Entre Ríos,San Juan,25,62,previaje 3
2022-10,Entre Ríos,San Luis,47,105,previaje 3
2022-10,Entre Ríos,Santa Cruz,316,595,previaje 3
2022-10,Entre Ríos,Santa Fe,43,85,previaje 3
2022-10,Entre Ríos,Santiago del Estero,114,212,previaje 3
2022-10,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",388,658,previaje 3
2022-10,Entre Ríos,Tucumán,44,116,previaje 3
2022-10,Formosa,Buenos Aires,28,55,previaje 3
2022-10,Formosa,Chubut,6,14,previaje 3
2022-10,Formosa,Ciudad Autónoma de Buenos Aires,61,101,previaje 3
2022-10,Formosa,Córdoba,9,16,previaje 3
2022-10,Formosa,Corrientes,9,28,previaje 3
2022-10,Formosa,Formosa,4,7,previaje 3
2022-10,Formosa,Mendoza,10,12,previaje 3
2022-10,Formosa,Misiones,4,4,previaje 3
2022-10,Formosa,Neuquén,9,14,previaje 3
2022-10,Formosa,Río Negro,3,12,previaje 3
2022-10,Formosa,Santa Cruz,14,31,previaje 3
2022-10,Formosa,Santa Fe,3,5,previaje 3
2022-10,Formosa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,18,previaje 3
2022-10,Jujuy,Buenos Aires,123,213,previaje 3
2022-10,Jujuy,Catamarca,6,21,previaje 3
2022-10,Jujuy,Chubut,17,33,previaje 3
2022-10,Jujuy,Ciudad Autónoma de Buenos Aires,268,458,previaje 3
2022-10,Jujuy,Córdoba,93,139,previaje 3
2022-10,Jujuy,Corrientes,5,16,previaje 3
2022-10,Jujuy,Jujuy,89,201,previaje 3
2022-10,Jujuy,Mendoza,15,29,previaje 3
2022-10,Jujuy,Misiones,51,83,previaje 3
2022-10,Jujuy,Neuquén,4,9,previaje 3
2022-10,Jujuy,Río Negro,23,45,previaje 3
2022-10,Jujuy,Salta,75,168,previaje 3
2022-10,Jujuy,San Juan,4,6,previaje 3
2022-10,Jujuy,San Luis,3,5,previaje 3
2022-10,Jujuy,Santa Cruz,20,39,previaje 3
2022-10,Jujuy,Santa Fe,5,5,previaje 3
2022-10,Jujuy,Santiago del Estero,12,32,previaje 3
2022-10,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",18,32,previaje 3
2022-10,Jujuy,Tucumán,24,51,previaje 3
2022-10,La Pampa,Buenos Aires,51,103,previaje 3
2022-10,La Pampa,Catamarca,22,51,previaje 3
2022-10,La Pampa,Chubut,177,282,previaje 3
2022-10,La Pampa,Ciudad Autónoma de Buenos Aires,135,218,previaje 3
2022-10,La Pampa,Córdoba,63,140,previaje 3
2022-10,La Pampa,Corrientes,9,31,previaje 3
2022-10,La Pampa,Entre Ríos,15,24,previaje 3
2022-10,La Pampa,Jujuy,47,74,previaje 3
2022-10,La Pampa,La Pampa,21,50,previaje 3
2022-10,La Pampa,La Rioja,35,74,previaje 3
2022-10,La Pampa,Mendoza,32,65,previaje 3
2022-10,La Pampa,Misiones,127,251,previaje 3
2022-10,La Pampa,Neuquén,37,75,previaje 3
2022-10,La Pampa,Río Negro,96,137,previaje 3
2022-10,La Pampa,Salta,86,144,previaje 3
2022-10,La Pampa,San Juan,10,23,previaje 3
2022-10,La Pampa,San Luis,22,47,previaje 3
2022-10,La Pampa,Santa Cruz,86,152,previaje 3
2022-10,La Pampa,Santa Fe,4,12,previaje 3
2022-10,La Pampa,Santiago del Estero,11,17,previaje 3
2022-10,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",52,83,previaje 3
2022-10,La Pampa,Tucumán,17,44,previaje 3
2022-10,La Rioja,Buenos Aires,50,87,previaje 3
2022-10,La Rioja,Catamarca,21,44,previaje 3
2022-10,La Rioja,Chubut,6,11,previaje 3
2022-10,La Rioja,Ciudad Autónoma de Buenos Aires,120,202,previaje 3
2022-10,La Rioja,Córdoba,33,61,previaje 3
2022-10,La Rioja,La Rioja,28,60,previaje 3
2022-10,La Rioja,Mendoza,12,22,previaje 3
2022-10,La Rioja,Misiones,22,40,previaje 3
2022-10,La Rioja,Río Negro,12,23,previaje 3
2022-10,La Rioja,Salta,6,16,previaje 3
2022-10,La Rioja,San Juan,12,27,previaje 3
2022-10,La Rioja,Santa Cruz,10,21,previaje 3
2022-10,La Rioja,Santa Fe,3,3,previaje 3
2022-10,La Rioja,Santiago del Estero,4,10,previaje 3
